run_id,generation,best_fitness,avg_fitness,best_coverage,best_bugs,cumulative_bugs,novelty,diversity,avg_input_length,avg_input_length_pop
5,4,0.425060,0.405043,0.545455,3,3,0.568182,0.777040,27.33,27.11
5,5,0.426053,0.405878,0.545455,3,3,0.568182,0.779469,28.41,27.75
5,6,0.425674,0.408937,0.545455,3,3,0.568182,0.781523,27.03,27.61
5,7,0.414854,0.406073,0.522727,3,3,0.568182,0.782734,26.01,26.91
5,8,0.426237,0.408741,0.545455,3,3,0.568182,0.783132,25.53,26.95
5,9,0.425929,0.412298,0.545455,3,3,0.568182,0.785178,31.17,27.21
5,10,0.426597,0.410300,0.545455,3,3,0.568182,0.784261,28.58,27.65
5,11,0.426245,0.406574,0.545455,3,3,0.568182,0.786084,26.27,26.58
5,12,0.426562,0.409161,0.545455,3,3,0.568182,0.786029,26.82,26.33
5,13,0.426864,0.410470,0.545455,3,3,0.568182,0.787377,28.55,26.67
5,14,0.426281,0.409418,0.545455,3,3,0.568182,0.787290,25.02,26.62
5,15,0.426575,0.408438,0.545455,3,3,0.568182,0.786726,27.66,26.89
5,16,0.426808,0.410490,0.545455,3,3,0.568182,0.787946,25.28,26.88
5,17,0.427129,0.411171,0.545455,3,3,0.568182,0.788916,28.37,27.33
5,18,0.426674,0.408161,0.545455,3,3,0.568182,0.788794,28.77,27.32
5,19,0.426706,0.414437,0.545455,3,3,0.568182,0.789901,28.45,27.47
5,20,0.426894,0.415111,0.545455,3,3,0.568182,0.789474,27.41,26.80
5,21,0.426713,0.415298,0.545455,3,3,0.568182,0.790375,21.90,27.21
5,22,0.426718,0.413149,0.545455,3,3,0.568182,0.790924,27.09,27.14
5,23,0.427274,0.414337,0.545455,3,3,0.568182,0.791118,28.56,26.56
5,24,0.426892,0.412812,0.545455,3,3,0.568182,0.791792,24.64,26.11
5,25,0.427096,0.412583,0.545455,3,3,0.568182,0.792374,26.07,26.04
5,26,0.427180,0.417458,0.545455,3,3,0.568182,0.792882,25.62,26.09
5,27,0.426978,0.416219,0.545455,3,3,0.568182,0.792108,28.39,25.80
5,28,0.427253,0.415300,0.545455,3,3,0.568182,0.791752,26.79,25.48
5,29,0.427133,0.419434,0.545455,3,3,0.568182,0.792361,26.91,25.18
